accuracy,precision,recall,f1,confusion_matrix
0.8146551724137931,0.8021320432229374,0.8146551724137931,0.7921583434574813,"[1680, 82]"
0.8146551724137931,0.8021320432229374,0.8146551724137931,0.7921583434574813,"[348, 210]"
